idShop,distinctOrigins,sku,quantity,formatted_date,displayName,isRecommendation,estimatedDeliveryTimeValue,estimatedDeliveryTimeUnit,shippingMethod,fulfillmentMethod,state,freightCostCurrency,description,deliveryMethodId,isPickupEnable,isSchedulingEnable,descriptionLogistic,deliveryMethodType,deliveryEstimateBusinessDays,originBranchOfficeId,origin,destination,costOfGoods,productCategory,weight,providerShippingCost
idShop_283,1,sku_53,1,2024-04-16 13:44:49,displayName_9,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_1,state_2,R$,description_9,deliveryMethodId_9,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,3,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,6.78
idShop_283,1,sku_53,1,2024-04-16 13:44:49,displayName_2,isRecommendation_0,0,DAY,shippingMethod_4,fulfillmentMethod_1,state_2,R$,description_2,deliveryMethodId_2,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,0,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,0
idShop_283,1,sku_16,1,2024-04-16 13:44:49,displayName_9,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_1,state_2,R$,description_9,deliveryMethodId_9,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,3,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,6.78
idShop_283,1,sku_16,1,2024-04-16 13:44:49,displayName_2,isRecommendation_0,0,DAY,shippingMethod_4,fulfillmentMethod_1,state_2,R$,description_2,deliveryMethodId_2,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,0,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,0
idShop_284,1,sku_79,1,2024-04-16 13:49:21,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,68.61,productCategory_14,0.400000005960465,4.55
idShop_284,1,sku_79,1,2024-04-16 13:49:21,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,68.61,productCategory_14,0.400000005960465,6.1
idShop_284,1,sku_79,1,2024-04-16 13:49:21,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,68.61,productCategory_14,0.400000005960465,5.73
idShop_284,1,sku_87,1,2024-04-16 13:49:21,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,461.19,productCategory_46, Casual,4.55
idShop_284,1,sku_87,1,2024-04-16 13:49:21,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,461.19,productCategory_46, Casual,6.1
idShop_284,1,sku_87,1,2024-04-16 13:49:21,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,461.19,productCategory_46, Casual,5.73
idShop_284,1,sku_88,1,2024-04-16 13:49:21,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,264.9,productCategory_47,0.400000005960465,4.55
idShop_284,1,sku_88,1,2024-04-16 13:49:21,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,264.9,productCategory_47,0.400000005960465,6.1
idShop_284,1,sku_88,1,2024-04-16 13:49:21,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,264.9,productCategory_47,0.400000005960465,5.73
idShop_285,1,sku_81,1,2024-04-16 13:50:11,displayName_4,isRecommendation_0,12,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,12,originBranchOfficeId_1,23575450,69900004,89.9,productCategory_5,0.239999994635582,14.78
idShop_286,1,sku_79,1,2024-04-16 13:52:39,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,68.53,productCategory_14,0.400000005960465,4.55
idShop_286,1,sku_79,1,2024-04-16 13:52:39,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,68.53,productCategory_14,0.400000005960465,6.1
idShop_286,1,sku_79,1,2024-04-16 13:52:39,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,68.53,productCategory_14,0.400000005960465,5.73
idShop_286,1,sku_87,1,2024-04-16 13:52:39,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,414.59,productCategory_46, Casual,4.55
idShop_286,1,sku_87,1,2024-04-16 13:52:39,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,414.59,productCategory_46, Casual,6.1
idShop_286,1,sku_87,1,2024-04-16 13:52:39,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,414.59,productCategory_46, Casual,5.73
idShop_286,1,sku_88,1,2024-04-16 13:52:39,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,264.59,productCategory_47,0.400000005960465,4.55
idShop_286,1,sku_88,1,2024-04-16 13:52:39,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,264.59,productCategory_47,0.400000005960465,6.1
idShop_286,1,sku_88,1,2024-04-16 13:52:39,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,264.59,productCategory_47,0.400000005960465,5.73
idShop_287,1,sku_79,1,2024-04-16 13:52:53,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,68.73,productCategory_14,0.400000005960465,4.55
idShop_287,1,sku_79,1,2024-04-16 13:52:53,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,68.73,productCategory_14,0.400000005960465,6.1
idShop_287,1,sku_79,1,2024-04-16 13:52:53,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,68.73,productCategory_14,0.400000005960465,5.73
idShop_287,1,sku_87,1,2024-04-16 13:52:53,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,415.84,productCategory_46, Casual,4.55
idShop_287,1,sku_87,1,2024-04-16 13:52:53,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,415.84,productCategory_46, Casual,6.1
idShop_287,1,sku_87,1,2024-04-16 13:52:53,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,415.84,productCategory_46, Casual,5.73
idShop_287,1,sku_88,2,2024-04-16 13:52:53,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,199.05,productCategory_47,0.400000005960465,4.55
idShop_287,1,sku_88,2,2024-04-16 13:52:53,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,199.05,productCategory_47,0.400000005960465,6.1
idShop_287,1,sku_88,2,2024-04-16 13:52:53,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,199.05,productCategory_47,0.400000005960465,5.73
idShop_288,1,sku_14,1,2024-04-16 13:53:25,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,9.78,productCategory_11, BÃ¡sicas,8.69
idShop_288,1,sku_14,1,2024-04-16 13:53:25,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,9.78,productCategory_11, BÃ¡sicas,7.65
idShop_288,1,sku_15,1,2024-04-16 13:53:25,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,0,productCategory_12,0.664000004529953,8.69
idShop_288,1,sku_15,1,2024-04-16 13:53:25,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,0,productCategory_12,0.664000004529953,7.65
idShop_289,1,sku_14,1,2024-04-16 13:53:43,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,9.78,productCategory_11, BÃ¡sicas,8.69
idShop_289,1,sku_14,1,2024-04-16 13:53:43,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,9.78,productCategory_11, BÃ¡sicas,7.65
idShop_289,1,sku_15,1,2024-04-16 13:53:43,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,0.01,productCategory_12,0.664000004529953,8.69
idShop_289,1,sku_15,1,2024-04-16 13:53:43,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,0.01,productCategory_12,0.664000004529953,7.65
idShop_290,1,sku_89,1,2024-04-16 13:55:33,displayName_4,isRecommendation_0,7,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,7,originBranchOfficeId_1,23575450,88010070,49.9,productCategory_5,0.200000002980232,6.47
idShop_291,1,sku_90,1,2024-04-16 13:58:03,displayName_4,isRecommendation_0,12,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,12,originBranchOfficeId_1,23575450,69900004,49.9,productCategory_5,0.200000002980232,14.53
idShop_292,1,sku_87,1,2024-04-16 13:58:18,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,415.25,productCategory_46, Casual,4.55
idShop_292,1,sku_87,1,2024-04-16 13:58:18,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,415.25,productCategory_46, Casual,6.1
idShop_292,1,sku_87,1,2024-04-16 13:58:18,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,415.25,productCategory_46, Casual,5.73
idShop_292,1,sku_88,2,2024-04-16 13:58:18,displayName_5,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_5,deliveryMethodId_5,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_6,deliveryMethodType_0,3,originBranchOfficeId_1,23575450,1310100,198.76,productCategory_47,0.300000004470348,4.55
idShop_292,1,sku_88,2,2024-04-16 13:58:18,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_4,2047051,2047051,198.76,productCategory_47,0.300000004470348,6.1
idShop_292,1,sku_88,2,2024-04-16 13:58:18,displayName_6,isRecommendation_0,4,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,4,originBranchOfficeId_1,23575450,1310100,198.76,productCategory_47,0.300000004470348,5.73
idShop_293,1,sku_89,1,2024-04-16 13:59:40,displayName_4,isRecommendation_0,7,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,7,originBranchOfficeId_1,23575450,88010070,49.9,productCategory_5,0.200000002980232,6.47
idShop_294,1,sku_53,1,2024-04-16 14:04:39,displayName_10,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_1,state_2,R$,description_10,deliveryMethodId_10,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,3,originBranchOfficeId_7,91010006,95590000,79.9,productCategory_8, BÃ¡sicas,9.41
idShop_294,1,sku_53,1,2024-04-16 14:04:39,displayName_2,isRecommendation_0,0,DAY,shippingMethod_4,fulfillmentMethod_1,state_2,R$,description_2,deliveryMethodId_2,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,0,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,0
idShop_294,1,sku_16,1,2024-04-16 14:04:39,displayName_10,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_1,state_2,R$,description_10,deliveryMethodId_10,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,3,originBranchOfficeId_7,91010006,95590000,79.9,productCategory_8, BÃ¡sicas,9.41
idShop_294,1,sku_16,1,2024-04-16 14:04:39,displayName_2,isRecommendation_0,0,DAY,shippingMethod_4,fulfillmentMethod_1,state_2,R$,description_2,deliveryMethodId_2,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,0,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,0
idShop_295,1,sku_89,1,2024-04-16 14:05:02,displayName_4,isRecommendation_0,7,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,7,originBranchOfficeId_1,23575450,88010070,49.9,productCategory_5,0.200000002980232,6.47
idShop_296,1,sku_89,2,2024-04-16 14:06:16,displayName_4,isRecommendation_0,7,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,7,originBranchOfficeId_1,23575450,88010070,49.9,productCategory_5,0.200000002980232,6.83
idShop_297,1,sku_53,1,2024-04-16 14:07:55,displayName_9,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_1,state_2,R$,description_9,deliveryMethodId_9,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,3,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,6.78
idShop_297,1,sku_53,1,2024-04-16 14:07:55,displayName_2,isRecommendation_0,0,DAY,shippingMethod_4,fulfillmentMethod_1,state_2,R$,description_2,deliveryMethodId_2,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,0,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,0
idShop_297,1,sku_16,1,2024-04-16 14:07:55,displayName_9,isRecommendation_0,3,DAY,shippingMethod_0,fulfillmentMethod_1,state_2,R$,description_9,deliveryMethodId_9,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,3,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,6.78
idShop_297,1,sku_16,1,2024-04-16 14:07:55,displayName_2,isRecommendation_0,0,DAY,shippingMethod_4,fulfillmentMethod_1,state_2,R$,description_2,deliveryMethodId_2,isPickupEnable_1,isSchedulingEnable_1,descriptionLogistic_2,deliveryMethodType_2,0,originBranchOfficeId_7,91010006,91010006,79.9,productCategory_8, BÃ¡sicas,0
idShop_298,1,sku_41,1,2024-04-16 14:13:20,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,99.9,productCategory_28,0.449999988079071,8.7
idShop_298,1,sku_41,1,2024-04-16 14:13:20,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,99.9,productCategory_28,0.449999988079071,7.65
idShop_299,1,sku_91,1,2024-04-16 14:13:25,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,99.9,productCategory_28,0.449999988079071,8.7
idShop_299,1,sku_91,1,2024-04-16 14:13:25,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,99.9,productCategory_28,0.449999988079071,7.65
idShop_300,1,sku_92,1,2024-04-16 14:13:30,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,99.9,productCategory_28,0.549999989569187,9.31
idShop_300,1,sku_92,1,2024-04-16 14:13:30,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,99.9,productCategory_28,0.549999989569187,7.65
idShop_300,1,sku_93,1,2024-04-16 14:13:30,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,0,productCategory_12,0.549999989569187,9.31
idShop_300,1,sku_93,1,2024-04-16 14:13:30,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,0,productCategory_12,0.549999989569187,7.65
idShop_301,1,sku_92,1,2024-04-16 14:13:38,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,99.9,productCategory_28,0.549999989569187,9.31
idShop_301,1,sku_92,1,2024-04-16 14:13:38,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,99.9,productCategory_28,0.549999989569187,7.65
idShop_301,1,sku_93,1,2024-04-16 14:13:38,displayName_4,isRecommendation_0,8,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,8,originBranchOfficeId_1,23575450,99711082,0.01,productCategory_12,0.549999989569187,9.31
idShop_301,1,sku_93,1,2024-04-16 14:13:38,displayName_2,isRecommendation_0,5,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,5,originBranchOfficeId_2,91140310,91140310,0.01,productCategory_12,0.549999989569187,7.65
idShop_302,1,sku_47,1,2024-04-16 14:14:47,displayName_4,isRecommendation_0,6,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,6,originBranchOfficeId_1,23575450,15085440,79.9,productCategory_8,undefined,14.1
idShop_302,1,sku_47,1,2024-04-16 14:14:47,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_3,2047051,2047051,79.9,productCategory_8,undefined,6.1
idShop_302,1,sku_47,1,2024-04-16 14:14:47,displayName_6,isRecommendation_0,6,DAY,shippingMethod_3,fulfillmentMethod_0,state_1,R$,description_6,deliveryMethodId_6,isPickupEnable_0,isSchedulingEnable_2,descriptionLogistic_7,deliveryMethodType_4,6,originBranchOfficeId_1,23575450,15085440,79.9,productCategory_8,undefined,7.57
idShop_302,1,sku_9,1,2024-04-16 14:14:47,displayName_4,isRecommendation_0,6,DAY,shippingMethod_0,fulfillmentMethod_0,state_1,R$,description_4,deliveryMethodId_4,isPickupEnable_0,isSchedulingEnable_0,descriptionLogistic_4,deliveryMethodType_0,6,originBranchOfficeId_1,23575450,15085440,579,productCategory_7,Perfumes,14.1
idShop_302,1,sku_9,1,2024-04-16 14:14:47,displayName_2,isRecommendation_0,3,DAY,shippingMethod_2,fulfillmentMethod_0,state_1,R$,description_2,deliveryMethodId_2,isPickupEnable_2,isSchedulingEnable_0,descriptionLogistic_5,deliveryMethodType_3,3,originBranchOfficeId_3,2047051,2047051,579,productCategory_7,Perfumes,6.1
